Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21,BRAZIL,39.6,23.76,Prefer not to say,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,AUSTRALIA,19.8,11.88,Prefer not to say,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,CHINA,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,26,THAILAND,39,0,Prefer not to say,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,INDONESIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,SINGAPORE,82,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,MALAYSIA,20,0,Prefer not to say,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,VIET NAM,29,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,CANADA,102,0,Prefer not to say,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,"TAIWAN, PROVINCE OF CHINA",46,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,VIET NAM,33,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,CHINA,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,98,CHINA,54,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,THAILAND,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,HONG KONG,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,JAPAN,36,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21,INDIA,43,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,PHILIPPINES,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,50,PHILIPPINES,38,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,INDONESIA,67,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,CAMBODIA,58,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,62,"KOREA, REPUBLIC OF",0,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,CHINA,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,AUSTRALIA,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,29,HONG KONG,68,0,Prefer not to say,44
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,62,"KOREA, REPUBLIC OF",56,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,INDONESIA,20,0,Prefer not to say,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,CHINA,41,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,THAILAND,33,0,Prefer not to say,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,39,MALAYSIA,43,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,CHINA,41,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,INDONESIA,36,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,37,CHINA,44,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,1,SINGAPORE,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,76,INDONESIA,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,MALAYSIA,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,15,CHINA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,36,"KOREA, REPUBLIC OF",35,0,Prefer not to say,26
EPX,Travel Agency,Online,Cancellation Plan,No,40,AUSTRALIA,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,37,MALAYSIA,37,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,75,UNITED STATES,11,0,Prefer not to say,37
EPX,Travel Agency,Online,Cancellation Plan,No,8,"KOREA, REPUBLIC OF",43,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,2,MYANMAR,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,SINGAPORE,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,63,JAPAN,41,0,Prefer not to say,31
EPX,Travel Agency,Online,Cancellation Plan,No,1,THAILAND,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,13,INDONESIA,23,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,THAILAND,44,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,9,THAILAND,29,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,49,SINGAPORE,29,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,SINGAPORE,10,0,Prefer not to say,37
EPX,Travel Agency,Online,Cancellation Plan,No,9,MALAYSIA,10,0,Prefer not to say,35
EPX,Travel Agency,Online,Cancellation Plan,No,14,JAPAN,48,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,7,THAILAND,22,0,Prefer not to say,33
EPX,Travel Agency,Online,Cancellation Plan,No,10,MYANMAR,15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,24,UNITED ARAB EMIRATES,68,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,61,PHILIPPINES,10,0,Prefer not to say,47
EPX,Travel Agency,Online,Cancellation Plan,No,4,VIET NAM,10,0,Prefer not to say,52
EPX,Travel Agency,Online,Cancellation Plan,No,40,SINGAPORE,11,0,Prefer not to say,34
EPX,Travel Agency,Online,Cancellation Plan,No,3,INDONESIA,10,0,Prefer not to say,27
EPX,Travel Agency,Online,Cancellation Plan,No,14,SINGAPORE,17,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,32,SINGAPORE,26,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,16,INDONESIA,13,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,8,INDONESIA,12,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,69,AUSTRALIA,51,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,SRI LANKA,17,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,UNITED STATES,112,0,Prefer not to say,34
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,1,MALAYSIA,29,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,22,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,12,CHINA,32,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,87,AUSTRALIA,37,0,Prefer not to say,36
KML,Travel Agency,Online,Premier Plan,No,52,INDONESIA,70,26.6,F,48
RAB,Airlines,Online,Value Plan,No,94,BRUNEI DARUSSALAM,23,9.2,M,30
JZI,Airlines,Online,Basic Plan,No,39,INDONESIA,33,11.55,F,44
JZI,Airlines,Online,Basic Plan,No,49,CHINA,56,19.6,M,37
JZI,Airlines,Online,Basic Plan,No,23,INDIA,22,7.7,M,45
JZI,Airlines,Online,Basic Plan,No,25,CHINA,40,14,M,48
JZI,Airlines,Online,Basic Plan,No,11,CHINA,26,9.1,F,51
JZI,Airlines,Online,Basic Plan,No,26,CHINA,35,12.25,F,27
JZI,Airlines,Online,Basic Plan,No,57,PHILIPPINES,37,12.95,F,45
ART,Airlines,Online,24 Protect,No,2,PHILIPPINES,3.15,1.1,F,48
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,35,8.75,F,45
C2B,Airlines,Online,Bronze Plan,No,27,SINGAPORE,39,9.75,M,39
C2B,Airlines,Online,Bronze Plan,Yes,27,SINGAPORE,86,21.5,F,50
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,60,15,M,28
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,33.5,8.38,F,39
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,39,9.75,F,27
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,27,6.75,M,27
C2B,Airlines,Online,Bronze Plan,No,47,SINGAPORE,20,5,F,24
C2B,Airlines,Online,Bronze Plan,No,106,SINGAPORE,63.6,15.9,F,34
C2B,Airlines,Online,Bronze Plan,No,47,SINGAPORE,50,12.5,F,54
C2B,Airlines,Online,Bronze Plan,No,24,SINGAPORE,33.5,8.38,M,30
C2B,Airlines,Online,Silver Plan,No,105,SINGAPORE,97.8,24.45,F,38
C2B,Airlines,Online,Silver Plan,No,16,SINGAPORE,39,9.75,M,48
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,29,7.25,M,34
C2B,Airlines,Online,Silver Plan,No,34,SINGAPORE,39,9.75,F,33
C2B,Airlines,Online,Silver Plan,Yes,9,SINGAPORE,22.5,5.63,M,32
C2B,Airlines,Online,Silver Plan,No,20,SINGAPORE,56.5,14.13,M,35
C2B,Airlines,Online,Silver Plan,No,22,SINGAPORE,81.5,20.38,F,27
C2B,Airlines,Online,Silver Plan,Yes,46,SINGAPORE,95,23.75,M,24
C2B,Airlines,Online,Silver Plan,No,90,SINGAPORE,29,7.25,M,30
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,29,7.25,M,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,4,THAILAND,29.7,17.82,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,20,MALAYSIA,19.8,11.88,Prefer not to say,29
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,SPAIN,39.6,23.76,Prefer not to say,53
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21,NEW ZEALAND,0,5.94,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,AUSTRALIA,29.7,17.82,Prefer not to say,30
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,AUSTRALIA,39.6,23.76,Prefer not to say,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,116,SPAIN,0,11.88,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,JAPAN,0,11.88,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,11,SWITZERLAND,39.6,23.76,Prefer not to say,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,35,THAILAND,19.8,11.88,Prefer not to say,47
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,30,NEW ZEALAND,39.6,23.76,Prefer not to say,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,MALAYSIA,9.9,5.94,Prefer not to say,51
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,40,THAILAND,39.6,23.76,Prefer not to say,48
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Yes,22,GREECE,29.7,17.82,Prefer not to say,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,ITALY,39.6,23.76,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,MALAYSIA,29.7,17.82,Prefer not to say,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,VIET NAM,20,0,Prefer not to say,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,MYANMAR,22,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,21,CHINA,35,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,CHINA,41,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,54,HONG KONG,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,3,MALAYSIA,22,0,Prefer not to say,50
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,31,CHINA,0,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,NETHERLANDS,90,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,69,THAILAND,20,0,Prefer not to say,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,92,JAPAN,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,37,INDONESIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,77,INDIA,29,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,57,NEW ZEALAND,52,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,43,INDONESIA,26,0,Prefer not to say,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49,INDONESIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,INDONESIA,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49,SINGAPORE,36,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,INDONESIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,40,UNITED STATES,112,0,Prefer not to say,45
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,46,SINGAPORE,112,0,Prefer not to say,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,49,CHINA,38,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,27,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,THAILAND,34,0,Prefer not to say,34
EPX,Travel Agency,Online,Cancellation Plan,No,7,VIET NAM,15,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,5,CHINA,22,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,SINGAPORE,24,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,51,JAPAN,47,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,CHINA,24,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,106,FRANCE,50,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,55,SINGAPORE,15,0,Prefer not to say,32
EPX,Travel Agency,Online,Cancellation Plan,No,44,MONGOLIA,61,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,3,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,MALAYSIA,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,101,AUSTRALIA,37,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,8,CHINA,0,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,118,CANADA,80,0,Prefer not to say,49
EPX,Travel Agency,Online,Cancellation Plan,No,71,CHINA,18,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,46,KENYA,82,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,10,CHINA,12,0,Prefer not to say,44
EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,25,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,CHINA,52,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,AUSTRALIA,51,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,56,CZECH REPUBLIC,72,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,14,CAMBODIA,29,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,31,HONG KONG,10,0,Prefer not to say,33
EPX,Travel Agency,Online,Cancellation Plan,No,3,INDONESIA,19,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,32,GERMANY,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,24,KAZAKHSTAN,32,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,102,PHILIPPINES,29,0,Prefer not to say,30
EPX,Travel Agency,Online,Cancellation Plan,No,25,MALAYSIA,10,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,12,MALAYSIA,10,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,10,CHINA,13,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,4,CHINA,37,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,83,THAILAND,10,0,Prefer not to say,37
EPX,Travel Agency,Online,Cancellation Plan,No,25,HONG KONG,80,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,24,MALAYSIA,10,0,Prefer not to say,31
EPX,Travel Agency,Online,Cancellation Plan,No,37,HONG KONG,31,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,6,SINGAPORE,18,0,Prefer not to say,30
EPX,Travel Agency,Online,Cancellation Plan,No,25,PHILIPPINES,21,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,56,CAMBODIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,97,CANADA,44,0,Prefer not to say,26
EPX,Travel Agency,Online,Cancellation Plan,No,105,THAILAND,10,0,Prefer not to say,29
EPX,Travel Agency,Online,Cancellation Plan,No,3,SINGAPORE,10,0,Prefer not to say,40
EPX,Travel Agency,Online,Cancellation Plan,No,13,CHINA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,20,INDIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,11,MALAYSIA,10,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,44,JAPAN,54,0,Prefer not to say,28
EPX,Travel Agency,Online,Cancellation Plan,No,4,HONG KONG,16,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,47,CHINA,31,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,41,SINGAPORE,11,0,Prefer not to say,36
EPX,Travel Agency,Online,Cancellation Plan,No,115,CHINA,43,0,Prefer not to say,25
EPX,Travel Agency,Online,Cancellation Plan,No,5,CHINA,67,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,58,SINGAPORE,22,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,18,AUSTRALIA,91,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,20,MALAYSIA,38,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,16,SINGAPORE,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,5,CHINA,25,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,46,UNITED KINGDOM,58,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,60,INDIA,24,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,90,AUSTRALIA,41,0,Prefer not to say,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,No,14,NETHERLANDS,89,0,Prefer not to say,36
KML,Travel Agency,Online,Premier Plan,No,6,INDONESIA,29,11.02,F,48
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,No,12,"KOREA, REPUBLIC OF",36.5,23.73,M,34
LWC,Travel Agency,Online,Single Trip Travel Protect Silver,No,8,"TAIWAN, PROVINCE OF CHINA",25,16.25,F,35
SSI,Airlines,Online,Ticket Protector,No,6,SINGAPORE,0.92,0.26,Prefer not to say,48
JZI,Airlines,Online,Basic Plan,No,81,THAILAND,22,7.7,M,54
JZI,Airlines,Online,Basic Plan,No,38,PHILIPPINES,42,14.7,F,42
JZI,Airlines,Online,Basic Plan,No,13,INDONESIA,18,6.3,M,52
JZI,Airlines,Online,Basic Plan,No,39,PHILIPPINES,37,12.95,F,36
JZI,Airlines,Online,Basic Plan,No,8,PHILIPPINES,18,6.3,F,46
JZI,Airlines,Online,Basic Plan,No,5,CHINA,22,7.7,M,29
JZI,Airlines,Online,Basic Plan,Yes,25,CHINA,35,12.25,M,50
JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,M,44
JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,F,33
JZI,Airlines,Online,Basic Plan,No,28,PHILIPPINES,18,6.3,F,34
JZI,Airlines,Online,Value Plan,No,2,CHINA,36,12.6,F,47
JZI,Airlines,Online,Value Plan,No,23,CHINA,45,15.75,F,51
C2B,Airlines,Online,Bronze Plan,No,61,SINGAPORE,16,4,F,46
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,16,4,M,49
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,16,4,M,28
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,32,8,F,28
C2B,Airlines,Online,Bronze Plan,No,47,SINGAPORE,33.5,8.38,F,27
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,27,6.75,M,39
C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,16,4,M,27
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16,4,M,36
C2B,Airlines,Online,Bronze Plan,No,5,SINGAPORE,21,5.25,M,48
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,21,5.25,M,39
C2B,Airlines,Online,Bronze Plan,No,39,SINGAPORE,60,15,F,35
C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,50,12.5,F,54
C2B,Airlines,Online,Bronze Plan,No,20,SINGAPORE,60,15,M,31
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,16,4,M,34
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,16,4,M,34
C2B,Airlines,Online,Bronze Plan,Yes,6,SINGAPORE,16,4,M,31
C2B,Airlines,Online,Bronze Plan,No,18,SINGAPORE,60,15,F,29
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,16,4,M,33
C2B,Airlines,Online,Bronze Plan,No,26,SINGAPORE,45.5,11.38,F,35
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,27,6.75,F,27
C2B,Airlines,Online,Bronze Plan,Yes,19,SINGAPORE,60,15,F,31
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,27,6.75,F,35
C2B,Airlines,Online,Bronze Plan,No,12,SINGAPORE,16,4,M,25
C2B,Airlines,Online,Silver Plan,No,37,SINGAPORE,81.5,20.38,M,24
C2B,Airlines,Online,Silver Plan,No,14,SINGAPORE,62,15.5,M,31
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,27,6.75,F,35
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,29,7.25,F,44
C2B,Airlines,Online,Silver Plan,No,30,SINGAPORE,70.5,17.63,M,32
C2B,Airlines,Online,Silver Plan,No,5,SINGAPORE,22.5,5.63,F,35
C2B,Airlines,Online,Gold Plan,No,5,SINGAPORE,42.5,10.63,M,35
C2B,Airlines,Online,Gold Plan,No,5,SINGAPORE,42.5,10.63,M,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,48,CANADA,39.6,23.76,Prefer not to say,42
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,33,THAILAND,29.7,17.82,Prefer not to say,37
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,16,ICELAND,39.6,23.76,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,MALAYSIA,29.7,17.82,Prefer not to say,27
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,23,TURKEY,29.7,17.82,Prefer not to say,28
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,MALAYSIA,0,23.76,Prefer not to say,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,21,THAILAND,29.7,17.82,Prefer not to say,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,14,MALAYSIA,19.8,11.88,Prefer not to say,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,48,"KOREA, REPUBLIC OF",151,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,CHINA,33,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,INDONESIA,31,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,INDONESIA,20,0,Prefer not to say,24
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,HONG KONG,112,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,MALAYSIA,20,0,Prefer not to say,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,THAILAND,25,0,Prefer not to say,44
